,Exercise,URL,Main Muscle Group,Type,Equipment,Picture_A,Picture_B
377,Cable Upright Row,https://www.jefit.com/exercises/23/Cable-Upright-Row,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/92.jpg,https://www.jefit.com/images/exercises/1080_664/93.jpg
378,Cable V Bar Pulldown,https://www.jefit.com/exercises/187/Cable-V-Bar-Pulldown,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/748.jpg,https://www.jefit.com/images/exercises/1080_664/749.jpg
379,Cable V-Bar Standing Row,https://www.jefit.com/exercises/1295/Cable-V-Bar-Standing-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5180.jpg,https://www.jefit.com/images/exercises/1080_664/5181.jpg
380,Cable Wood Chop,https://www.jefit.com/exercises/744/Cable-Wood-Chop,Abs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/2976.jpg,https://www.jefit.com/images/exercises/1080_664/2977.jpg
381,Cable Wrist Curl,https://www.jefit.com/exercises/122/Cable-Wrist-Curl,Forearm,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/488.jpg,https://www.jefit.com/images/exercises/1080_664/489.jpg
382,Calf Machine Shoulder Shrug,https://www.jefit.com/exercises/403/Calf-Machine-Shoulder-Shrug,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1612.jpg,https://www.jefit.com/images/exercises/1080_664/1613.jpg
383,Calf Press On Leg Press,https://www.jefit.com/exercises/140/Calf-Press-On-Leg-Press,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/560.jpg,https://www.jefit.com/images/exercises/1080_664/561.jpg
384,Calf Raise On A Dumbbell,https://www.jefit.com/exercises/141/Calf-Raise-On-A-Dumbbell,Lower Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/564.jpg,https://www.jefit.com/images/exercises/1080_664/565.jpg
385,Calf Stretch with Rope,https://www.jefit.com/exercises/545/Calf-Stretch-with-Rope,Lower Legs,Stretching,Bands,https://www.jefit.com/images/exercises/1080_664/2180.jpg,https://www.jefit.com/images/exercises/1080_664/2181.jpg
386,Camel Pose,https://www.jefit.com/exercises/503/Camel-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2012.jpg,https://www.jefit.com/images/exercises/1080_664/2013.jpg
387,Cat Stretch,https://www.jefit.com/exercises/809/Cat-Stretch,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3236.jpg,https://www.jefit.com/images/exercises/1080_664/3237.jpg
388,Chair Leg Extended Stretch,https://www.jefit.com/exercises/893/Chair-Leg-Extended-Stretch,Upper Legs,Stretching,Bench,https://www.jefit.com/images/exercises/1080_664/3572.jpg,https://www.jefit.com/images/exercises/1080_664/3573.jpg
389,Chest and Shoulder Stretch,https://www.jefit.com/exercises/837/Chest-and-Shoulder-Stretch,Chest,Stretching,Barbell,https://www.jefit.com/images/exercises/1080_664/3348.jpg,https://www.jefit.com/images/exercises/1080_664/3349.jpg
390,Child's Pose,https://www.jefit.com/exercises/504/Child,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2016.jpg,https://www.jefit.com/images/exercises/1080_664/2017.jpg
391,Child's Pose on Stability Ball,https://www.jefit.com/exercises/532/Child,Abs,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2128.jpg,https://www.jefit.com/images/exercises/1080_664/2129.jpg
392,Chin-Up,https://www.jefit.com/exercises/82/Chin-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/328.jpg,https://www.jefit.com/images/exercises/1080_664/329.jpg
393,Clap Push-Up,https://www.jefit.com/exercises/727/Clap-Push-Up,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2908.jpg,https://www.jefit.com/images/exercises/1080_664/2909.jpg
394,Climber Chin-Up,https://www.jefit.com/exercises/182/Climber-Chin-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/728.jpg,https://www.jefit.com/images/exercises/1080_664/729.jpg
395,Close Grip Chin-Up,https://www.jefit.com/exercises/1247/Close-Grip-Chin-Up,Back,Strength,Pullup Bar,https://www.jefit.com/images/exercises/1080_664/4988.jpg,https://www.jefit.com/images/exercises/1080_664/4989.jpg
396,Close Grip Front Lat Pulldown,https://www.jefit.com/exercises/87/Close-Grip-Front-Lat-Pulldown,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/348.jpg,https://www.jefit.com/images/exercises/1080_664/349.jpg
397,Close Grip Reverse Lat Pulldown,https://www.jefit.com/exercises/1248/Close-Grip-Reverse-Lat-Pulldown,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4992.jpg,https://www.jefit.com/images/exercises/1080_664/4993.jpg
398,Close Grip Vertical Row,https://www.jefit.com/exercises/1266/Close-Grip-Vertical-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5064.jpg,https://www.jefit.com/images/exercises/1080_664/5065.jpg
399,Close Hand Push-Up,https://www.jefit.com/exercises/860/Close-Hand-Push-Up,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3440.jpg,https://www.jefit.com/images/exercises/1080_664/3441.jpg
400,Cobra,https://www.jefit.com/exercises/625/Cobra,Back,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2500.jpg,https://www.jefit.com/images/exercises/1080_664/2501.jpg
401,Crane Pose,https://www.jefit.com/exercises/508/Crane-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2032.jpg,https://www.jefit.com/images/exercises/1080_664/2033.jpg
402,Crescent Moon Pose,https://www.jefit.com/exercises/505/Crescent-Moon-Pose,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2020.jpg,https://www.jefit.com/images/exercises/1080_664/2021.jpg
403,Cross Body Crunch,https://www.jefit.com/exercises/70/Cross-Body-Crunch,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/280.jpg,https://www.jefit.com/images/exercises/1080_664/281.jpg
404,Cross Leg Erector Spinae,https://www.jefit.com/exercises/548/Cross-Leg-Erector-Spinae,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2192.jpg,https://www.jefit.com/images/exercises/1080_664/2193.jpg
405,Cross-Legged Forward Fold,https://www.jefit.com/exercises/506/Cross-Legged-Forward-Fold,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2024.jpg,https://www.jefit.com/images/exercises/1080_664/2025.jpg
406,Crossover Reverse Lunge,https://www.jefit.com/exercises/812/Crossover-Reverse-Lunge,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3248.jpg,https://www.jefit.com/images/exercises/1080_664/3249.jpg
407,Crunch with Hands Overhead,https://www.jefit.com/exercises/328/Crunch-with-Hands-Overhead,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1312.jpg,https://www.jefit.com/images/exercises/1080_664/1313.jpg
408,Crunches,https://www.jefit.com/exercises/77/Crunches,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/308.jpg,https://www.jefit.com/images/exercises/1080_664/309.jpg
409,Deadlift to Bicep Curl,https://www.jefit.com/exercises/284/Deadlift-to-Bicep-Curl,Back,Strength,Barbell,https://www.jefit.com/images/exercises/1080_664/1136.jpg,https://www.jefit.com/images/exercises/1080_664/1137.jpg
410,Decline Ab Reach,https://www.jefit.com/exercises/969/Decline-Ab-Reach,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3876.jpg,https://www.jefit.com/images/exercises/1080_664/3877.jpg
411,Decline Alternating Knee Raise,https://www.jefit.com/exercises/970/Decline-Alternating-Knee-Raise,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3880.jpg,https://www.jefit.com/images/exercises/1080_664/3881.jpg
412,Decline Bench Alternating Leg Raise,https://www.jefit.com/exercises/971/Decline-Bench-Alternating-Leg-Raise,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3884.jpg,https://www.jefit.com/images/exercises/1080_664/3885.jpg
413,Decline Bench Cable Crunch,https://www.jefit.com/exercises/972/Decline-Bench-Cable-Crunch,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3888.jpg,https://www.jefit.com/images/exercises/1080_664/3889.jpg
414,Decline Bench Cable Knee Raise,https://www.jefit.com/exercises/974/Decline-Bench-Cable-Knee-Raise,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3896.jpg,https://www.jefit.com/images/exercises/1080_664/3897.jpg
415,Decline Bench Knee Raise,https://www.jefit.com/exercises/978/Decline-Bench-Knee-Raise,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3912.jpg,https://www.jefit.com/images/exercises/1080_664/3913.jpg
416,Decline Bench Leg Raise,https://www.jefit.com/exercises/973/Decline-Bench-Leg-Raise,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3892.jpg,https://www.jefit.com/images/exercises/1080_664/3893.jpg
417,Decline Bench Leg Raise with Hip Thrust,https://www.jefit.com/exercises/975/Decline-Bench-Leg-Raise-with-Hip-Thrust,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3900.jpg,https://www.jefit.com/images/exercises/1080_664/3901.jpg
418,Decline Bench Weighted Twist,https://www.jefit.com/exercises/976/Decline-Bench-Weighted-Twist,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3904.jpg,https://www.jefit.com/images/exercises/1080_664/3905.jpg
419,Decline Crunch,https://www.jefit.com/exercises/78/Decline-Crunch,Abs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/312.jpg,https://www.jefit.com/images/exercises/1080_664/313.jpg
420,Decline Oblique Crunch,https://www.jefit.com/exercises/303/Decline-Oblique-Crunch,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/1212.jpg,https://www.jefit.com/images/exercises/1080_664/1213.jpg
421,Decline Reverse Crunch,https://www.jefit.com/exercises/65/Decline-Reverse-Crunch,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/260.jpg,https://www.jefit.com/images/exercises/1080_664/261.jpg
422,Decline Rotational Sit-Up,https://www.jefit.com/exercises/999/Decline-Rotational-Sit-Up,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3996.jpg,https://www.jefit.com/images/exercises/1080_664/3997.jpg
423,Deep Push-Up,https://www.jefit.com/exercises/1061/Deep-Push-Up,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4244.jpg,https://www.jefit.com/images/exercises/1080_664/4245.jpg
424,Depth Jump Leap,https://www.jefit.com/exercises/894/Depth-Jump-Leap,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3576.jpg,https://www.jefit.com/images/exercises/1080_664/3577.jpg
425,Dip,https://www.jefit.com/exercises/24/Dip,Triceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/96.jpg,https://www.jefit.com/images/exercises/1080_664/97.jpg
426,Donkey Calf Raise,https://www.jefit.com/exercises/300/Donkey-Calf-Raise,Lower Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/1200.jpg,https://www.jefit.com/images/exercises/1080_664/1201.jpg
427,Double Leg Butt Kick,https://www.jefit.com/exercises/895/Double-Leg-Butt-Kick,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3580.jpg,https://www.jefit.com/images/exercises/1080_664/3581.jpg
428,Double Leg Hundreds,https://www.jefit.com/exercises/641/Double-Leg-Hundreds,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2564.jpg,https://www.jefit.com/images/exercises/1080_664/2565.jpg
429,Double Leg Stretch,https://www.jefit.com/exercises/547/Double-Leg-Stretch,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2188.jpg,https://www.jefit.com/images/exercises/1080_664/2189.jpg
430,Downward Facing Dog,https://www.jefit.com/exercises/510/Downward-Facing-Dog,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2040.jpg,https://www.jefit.com/images/exercises/1080_664/2041.jpg
431,Downward Facing Dog Single-Leg,https://www.jefit.com/exercises/509/Downward-Facing-Dog-Single-Leg,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2036.jpg,https://www.jefit.com/images/exercises/1080_664/2037.jpg
432,Downward Facing Puppy Dog,https://www.jefit.com/exercises/511/Downward-Facing-Puppy-Dog,Abs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2044.jpg,https://www.jefit.com/images/exercises/1080_664/2045.jpg
433,Dragon Flag,https://www.jefit.com/exercises/1314/Dragon-Flag,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/5256.jpg,https://www.jefit.com/images/exercises/1080_664/5257.jpg
434,Drop Push-Up,https://www.jefit.com/exercises/845/Drop-Push-Up,Chest,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3380.jpg,https://www.jefit.com/images/exercises/1080_664/3381.jpg
435,Dumbbell Alternating Arnold Press,https://www.jefit.com/exercises/1126/Dumbbell-Alternating-Arnold-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4504.jpg,https://www.jefit.com/images/exercises/1080_664/4505.jpg
436,Dumbbell Alternating Bent-Over Kickback,https://www.jefit.com/exercises/1162/Dumbbell-Alternating-Bent-Over-Kickback,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4648.jpg,https://www.jefit.com/images/exercises/1080_664/4649.jpg
437,Dumbbell Alternating Bent-Over Reverse Fly,https://www.jefit.com/exercises/1113/Dumbbell-Alternating-Bent-Over-Reverse-Fly,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4452.jpg,https://www.jefit.com/images/exercises/1080_664/4453.jpg
438,Dumbbell Alternating Bicep Curl,https://www.jefit.com/exercises/116/Dumbbell-Alternating-Bicep-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/464.jpg,https://www.jefit.com/images/exercises/1080_664/465.jpg
439,Dumbbell Alternating Bicep Curl on Stability Ball,https://www.jefit.com/exercises/606/Dumbbell-Alternating-Bicep-Curl-on-Stability-Ball,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2424.jpg,https://www.jefit.com/images/exercises/1080_664/2425.jpg
440,Dumbbell Alternating Cobra on Stability Ball,https://www.jefit.com/exercises/624/Dumbbell-Alternating-Cobra-on-Stability-Ball,Abs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2496.jpg,https://www.jefit.com/images/exercises/1080_664/2497.jpg
441,Dumbbell Alternating Deltoid Raise,https://www.jefit.com/exercises/866/Dumbbell-Alternating-Deltoid-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3464.jpg,https://www.jefit.com/images/exercises/1080_664/3465.jpg
442,Dumbbell Alternating Extension,https://www.jefit.com/exercises/1161/Dumbbell-Alternating-Extension,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4644.jpg,https://www.jefit.com/images/exercises/1080_664/4645.jpg
443,Dumbbell Alternating Front Raise,https://www.jefit.com/exercises/1323/Dumbbell-Alternating-Front-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/5292.jpg,https://www.jefit.com/images/exercises/1080_664/5293.jpg
444,Dumbbell Alternating Hammer Curl,https://www.jefit.com/exercises/114/Dumbbell-Alternating-Hammer-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/456.jpg,https://www.jefit.com/images/exercises/1080_664/457.jpg
445,Dumbbell Alternating Hammer Curl on Stability Ball,https://www.jefit.com/exercises/636/Dumbbell-Alternating-Hammer-Curl-on-Stability-Ball,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2544.jpg,https://www.jefit.com/images/exercises/1080_664/2545.jpg
446,Dumbbell Alternating Hammer Preacher Curl,https://www.jefit.com/exercises/1007/Dumbbell-Alternating-Hammer-Preacher-Curl,Biceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4028.jpg,https://www.jefit.com/images/exercises/1080_664/4029.jpg
447,Dumbbell Alternating Incline Curl,https://www.jefit.com/exercises/115/Dumbbell-Alternating-Incline-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/460.jpg,https://www.jefit.com/images/exercises/1080_664/461.jpg
448,Dumbbell Alternating Incline Hammer Curl,https://www.jefit.com/exercises/1009/Dumbbell-Alternating-Incline-Hammer-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4036.jpg,https://www.jefit.com/images/exercises/1080_664/4037.jpg
449,Dumbbell Alternating Kickback,https://www.jefit.com/exercises/1160/Dumbbell-Alternating-Kickback,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3112.jpg,https://www.jefit.com/images/exercises/1080_664/3113.jpg
450,Dumbbell Alternating Lateral Raise,https://www.jefit.com/exercises/1131/Dumbbell-Alternating-Lateral-Raise,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4484.jpg,https://www.jefit.com/images/exercises/1080_664/4485.jpg
451,Dumbbell Alternating Lateral Raise,https://www.jefit.com/exercises/1121/Dumbbell-Alternating-Lateral-Raise,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4484.jpg,https://www.jefit.com/images/exercises/1080_664/4485.jpg
452,Dumbbell Alternating Lateral Raise on Stability Ball,https://www.jefit.com/exercises/646/Dumbbell-Alternating-Lateral-Raise-on-Stability-Ball,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2584.jpg,https://www.jefit.com/images/exercises/1080_664/2585.jpg
453,Dumbbell Alternating Palms In Press,https://www.jefit.com/exercises/1152/Dumbbell-Alternating-Palms-In-Press,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4608.jpg,https://www.jefit.com/images/exercises/1080_664/4609.jpg
