,Exercise,URL,Picture_A,Picture_B,Muscle,Video,Main Muscle Group,Detailed Muscle Group,Type,Mechanics,Equipment,Difficulty
256,Cable Inner Chest Press,https://www.jefit.com/exercises/1060/Cable-Inner-Chest-Press,https://www.jefit.com/images/exercises/1080_664/4240.jpg,https://www.jefit.com/images/exercises/1080_664/4241.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160273328.hd.mp4?s=2554f9445eb76f610830057927f373ee8195e957&profile_id=119&oauth2_token_id=435967617,Chest,,Strength,Compound,Machine - Strength,Beginner
257,Cable Internal Rotation,https://www.jefit.com/exercises/18/Cable-Internal-Rotation,https://www.jefit.com/images/exercises/1080_664/72.jpg,https://www.jefit.com/images/exercises/1080_664/73.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160273470.sd.mp4?s=1515080fe342a11f453cf1ae2c9f0b0d7c5833c8&profile_id=164&oauth2_token_id=435967617,Shoulders,,Strength,Compound,Machine - Strength,Beginner
258,Cable Judo Flip,https://www.jefit.com/exercises/786/Cable-Judo-Flip,https://www.jefit.com/images/exercises/1080_664/3144.jpg,https://www.jefit.com/images/exercises/1080_664/3145.jpg,https://www.jefit.com/images/exercises/b0.jpg,,Abs,,Strength,Compound,Machine - Strength,Beginner
259,Cable Kneeling Pulldown,https://www.jefit.com/exercises/695/Cable-Kneeling-Pulldown,https://www.jefit.com/images/exercises/1080_664/2780.jpg,https://www.jefit.com/images/exercises/1080_664/2781.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304930.sd.mp4?s=634beb51b206f1a08910ec33f62811a828b40b72&profile_id=164&oauth2_token_id=435967617,Abs,,Strength,Isolation,Machine - Strength,Intermediate
260,Cable Kneeling Tricep Extension,https://www.jefit.com/exercises/233/Cable-Kneeling-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/932.jpg,https://www.jefit.com/images/exercises/1080_664/933.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160280334.sd.mp4?s=144e6637314551a8836e302cc7ab63a032225ffc&profile_id=164&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Intermediate
261,Cable Kneeling Triceps Extension,https://www.jefit.com/exercises/150/Cable-Kneeling-Triceps-Extension,https://www.jefit.com/images/exercises/1080_664/600.jpg,https://www.jefit.com/images/exercises/1080_664/601.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160273713.sd.mp4?s=0cd2d95c79b61f6d18b31e90f03c97265c48cdc9&profile_id=164&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Intermediate
262,Cable Lat Pulldown,https://www.jefit.com/exercises/353/Cable-Lat-Pulldown,https://www.jefit.com/images/exercises/1080_664/1412.jpg,https://www.jefit.com/images/exercises/1080_664/1413.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160280997.hd.mp4?s=7be307397720c3f9ae1015a74db54442f6b8cc68&profile_id=113&oauth2_token_id=435967617,Back,Traps,Strength,Compound,Machine - Strength,Intermediate
263,Cable Lateral Raise,https://www.jefit.com/exercises/19/Cable-Lateral-Raise,https://www.jefit.com/images/exercises/1080_664/76.jpg,https://www.jefit.com/images/exercises/1080_664/77.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160273471.sd.mp4?s=2a429f177fd6ee1a848b768c825d7288a752ff16&profile_id=165&oauth2_token_id=435967617,Shoulders,Delts,Strength,Isolation,Machine - Strength,Beginner
264,Cable Leg Kickback,https://www.jefit.com/exercises/1313/Cable-Leg-Kickback,https://www.jefit.com/images/exercises/1080_664/5252.jpg,https://www.jefit.com/images/exercises/1080_664/5253.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160307390.sd.mp4?s=f30db2d7fac1ae50fd2e65dba9bc17f3827d8917&profile_id=164&oauth2_token_id=435967617,Glutes,,Strength,Isolation,Machine - Strength,Beginner
265,Cable Low Tricep Extension,https://www.jefit.com/exercises/232/Cable-Low-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/928.jpg,https://www.jefit.com/images/exercises/1080_664/929.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160280190.sd.mp4?s=579b4ccadd8dd14e96cc6d63e37b0fa943298dc5&profile_id=165&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Beginner
266,Cable Lower Chest Raise,https://www.jefit.com/exercises/1059/Cable-Lower-Chest-Raise,https://www.jefit.com/images/exercises/1080_664/4236.jpg,https://www.jefit.com/images/exercises/1080_664/4237.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160306997.hd.mp4?s=d3f82fa52f57fb1cf77765617deced8462b4076c&profile_id=119&oauth2_token_id=435967617,Chest,,Strength,Isolation,Machine - Strength,Intermediate
267,Cable Lying Tricep Extension,https://www.jefit.com/exercises/226/Cable-Lying-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/904.jpg,https://www.jefit.com/images/exercises/1080_664/905.jpg,https://www.jefit.com/images/exercises/b7.jpg,,Triceps,,Strength,Isolation,Machine - Strength,Beginner
268,Cable Mid Chest Crossover,https://www.jefit.com/exercises/1057/Cable-Mid-Chest-Crossover,https://www.jefit.com/images/exercises/1080_664/4228.jpg,https://www.jefit.com/images/exercises/1080_664/4229.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160307005.hd.mp4?s=a2c638f86798f11d665721907ad4b214aebe5705&profile_id=113&oauth2_token_id=435967617,Chest,,Strength,Isolation,Machine - Strength,Beginner
269,Cable One Arm Preacher Curl,https://www.jefit.com/exercises/1282/Cable-One-Arm-Preacher-Curl,https://www.jefit.com/images/exercises/1080_664/5128.jpg,https://www.jefit.com/images/exercises/1080_664/5129.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160307356.sd.mp4?s=dec62166c15ebe7f6ee904cccc5dfc480073c5ff&profile_id=165&oauth2_token_id=435967617,Biceps,,Strength,Isolation,"Bench , Machine - Strength",Beginner
270,Cable One-Arm Concentration Curl,https://www.jefit.com/exercises/1335/Cable-One-Arm-Concentration-Curl,https://www.jefit.com/images/exercises/1080_664/5340.jpg,https://www.jefit.com/images/exercises/1080_664/5341.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160307418.sd.mp4?s=480ecfbc725f7adfc1eb134f57d814df6319ff5f&profile_id=165&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
271,Cable One-Arm High Curl,https://www.jefit.com/exercises/708/Cable-One-Arm-High-Curl,https://www.jefit.com/images/exercises/1080_664/2832.jpg,https://www.jefit.com/images/exercises/1080_664/2833.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160304961.sd.mp4?s=bf51c69e4bfd6a470844735cb026a7470ef974f1&profile_id=164&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
272,Cable One-Arm Incline Press,https://www.jefit.com/exercises/729/Cable-One-Arm-Incline-Press,https://www.jefit.com/images/exercises/1080_664/2916.jpg,https://www.jefit.com/images/exercises/1080_664/2917.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160305010.sd.mp4?s=9f2ffbcc70cee04a71fc462d45e935af5cb51d67&profile_id=165&oauth2_token_id=435967617,Chest,,Strength,Isolation,Bench,Intermediate
273,Cable One-Arm Lat Pulldown,https://www.jefit.com/exercises/825/Cable-One-Arm-Lat-Pulldown,https://www.jefit.com/images/exercises/1080_664/3300.jpg,https://www.jefit.com/images/exercises/1080_664/3301.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305225.sd.mp4?s=2c42fb04138687f69cdbf9297412469b4d04e7ed&profile_id=165&oauth2_token_id=435967617,Back,Lats,Strength,Compound,Machine - Strength,Beginner
274,Cable One-Arm Lateral Raise,https://www.jefit.com/exercises/1127/Cable-One-Arm-Lateral-Raise,https://www.jefit.com/images/exercises/1080_664/4508.jpg,https://www.jefit.com/images/exercises/1080_664/4509.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160307108.sd.mp4?s=81ca92fcc97d63bb0ab6914e98c69eeec16fec28&profile_id=164&oauth2_token_id=435967617,Shoulders,,Strength,Isolation,Machine - Strength,Beginner
275,Cable One-Arm Pulley Side Bend,https://www.jefit.com/exercises/792/Cable-One-Arm-Pulley-Side-Bend,https://www.jefit.com/images/exercises/1080_664/3168.jpg,https://www.jefit.com/images/exercises/1080_664/3169.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160305178.sd.mp4?s=5456140168586d37dd1f74ed2587fccf31b22a41&profile_id=165&oauth2_token_id=435967617,Abs,,Strength,Isolation,Machine - Strength,Beginner
276,Cable One-Arm Reverse Curl,https://www.jefit.com/exercises/1090/Cable-One-Arm-Reverse-Curl,https://www.jefit.com/images/exercises/1080_664/4360.jpg,https://www.jefit.com/images/exercises/1080_664/4361.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160307049.sd.mp4?s=470414e46f399cefcc62eed5e831e8510f5e03a7&profile_id=164&oauth2_token_id=435967617,Forearm,,Strength,Isolation,Machine - Strength,Beginner
277,Cable One-Arm Reverse Fly,https://www.jefit.com/exercises/1133/Cable-One-Arm-Reverse-Fly,https://www.jefit.com/images/exercises/1080_664/4532.jpg,https://www.jefit.com/images/exercises/1080_664/4533.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160307115.sd.mp4?s=e1a0b9905ccf4e9e767cd5074ff4f4f206025c26&profile_id=165&oauth2_token_id=435967617,Shoulders,,Strength,Isolation,Machine - Strength,Beginner
278,Cable One-Arm Reverse Grip Tricep Extension,https://www.jefit.com/exercises/1185/Cable-One-Arm-Reverse-Grip-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/4740.jpg,https://www.jefit.com/images/exercises/1080_664/4741.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307214.hd.mp4?s=a10f8fb6d6cf6b4030ae18eae123ca5600f6e891&profile_id=113&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Beginner
279,Cable One-Arm Reverse Preacher Curl,https://www.jefit.com/exercises/1283/Cable-One-Arm-Reverse-Preacher-Curl,https://www.jefit.com/images/exercises/1080_664/5132.jpg,https://www.jefit.com/images/exercises/1080_664/5133.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160307362.hd.mp4?s=9e4167fc5c974e44171bc10fbefec65cbdddf726&profile_id=113&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Bench,Beginner
280,Cable One-Arm Seated Row,https://www.jefit.com/exercises/1041/Cable-One-Arm-Seated-Row,https://www.jefit.com/images/exercises/1080_664/4164.jpg,https://www.jefit.com/images/exercises/1080_664/4165.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160306960.hd.mp4?s=7f9b05e7dd0d26c07b5baeb654db24c68a0fc0dc&profile_id=113&oauth2_token_id=435967617,Back,,Strength,Compound,Bench,Beginner
281,Cable One-Arm Tricep Extension,https://www.jefit.com/exercises/225/Cable-One-Arm-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/900.jpg,https://www.jefit.com/images/exercises/1080_664/901.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160273848.hd.mp4?s=92e933f334601ec31a37485092b3aadfcb535e23&profile_id=119&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Beginner
282,Cable One-Arm Tricep Extension,https://www.jefit.com/exercises/1179/Cable-One-Arm-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/4716.jpg,https://www.jefit.com/images/exercises/1080_664/4717.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307195.hd.mp4?s=d57e064adef319a58f3c88b87f831c012e6f9876&profile_id=113&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Beginner
283,Cable One-Arm Tricep Pushdown,https://www.jefit.com/exercises/1334/Cable-One-Arm-Tricep-Pushdown,https://www.jefit.com/images/exercises/1080_664/5336.jpg,https://www.jefit.com/images/exercises/1080_664/5337.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307422.hd.mp4?s=8ade78d5bd218d1b40e743d2983a88777b2a4356&profile_id=113&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Beginner
284,Cable Overhead Curl,https://www.jefit.com/exercises/96/Cable-Overhead-Curl,https://www.jefit.com/images/exercises/1080_664/384.jpg,https://www.jefit.com/images/exercises/1080_664/385.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160273646.hd.mp4?s=27b32bf90b4840a39238311f41fc6c22d987b8c8&profile_id=119&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
285,Cable Pallof Press with Rotation,https://www.jefit.com/exercises/794/Cable-Pallof-Press-with-Rotation,https://www.jefit.com/images/exercises/1080_664/3176.jpg,https://www.jefit.com/images/exercises/1080_664/3177.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160305185.hd.mp4?s=b85841f09ea546b02e28ecdd33f3aced29105bc3&profile_id=119&oauth2_token_id=435967617,Abs,,Strength,Compound,Machine - Strength,Beginner
286,Cable Palm Rotational Row,https://www.jefit.com/exercises/1034/Cable-Palm-Rotational-Row,https://www.jefit.com/images/exercises/1080_664/4136.jpg,https://www.jefit.com/images/exercises/1080_664/4137.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160306959.sd.mp4?s=58a7c23393d80531b7fa4c6312add069cde8b31a&profile_id=164&oauth2_token_id=435967617,Back,,Strength,Isolation,Machine - Strength,Intermediate
287,Cable Preacher Curl,https://www.jefit.com/exercises/256/Cable-Preacher-Curl,https://www.jefit.com/images/exercises/1080_664/1024.jpg,https://www.jefit.com/images/exercises/1080_664/1025.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160280293.hd.mp4?s=ca41b5a3eb9237890bf4833a0de7a1f35a29888c&profile_id=119&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
288,Cable Pull Through,https://www.jefit.com/exercises/393/Cable-Pull-Through,https://www.jefit.com/images/exercises/1080_664/1572.jpg,https://www.jefit.com/images/exercises/1080_664/1573.jpg,https://www.jefit.com/images/exercises/b5.jpg,http://player.vimeo.com/external/160281185.sd.mp4?s=97308281c11c8a37424620820ec4951a2d15f016&profile_id=164&oauth2_token_id=435967617,Glutes,Hamstrings,Strength,Compound,Machine - Strength,Beginner
289,Cable Pulldown Bicep Curl,https://www.jefit.com/exercises/1027/Cable-Pulldown-Bicep-Curl,https://www.jefit.com/images/exercises/1080_664/4108.jpg,https://www.jefit.com/images/exercises/1080_664/4109.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160306893.sd.mp4?s=bf6bab7dc2ed24c4a2f2d75570fb04f3d7f4d2e1&profile_id=164&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Intermediate
290,Cable Rear Lateral Raise,https://www.jefit.com/exercises/20/Cable-Rear-Lateral-Raise,https://www.jefit.com/images/exercises/1080_664/80.jpg,https://www.jefit.com/images/exercises/1080_664/81.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160273472.sd.mp4?s=c2b8bda98255af7d386ebf14905b44c5b9f7dbf2&profile_id=164&oauth2_token_id=435967617,Shoulders,Delts,Strength,Isolation,Machine - Strength,Beginner
291,Cable Reverse Crunch,https://www.jefit.com/exercises/787/Cable-Reverse-Crunch,https://www.jefit.com/images/exercises/1080_664/3148.jpg,https://www.jefit.com/images/exercises/1080_664/3149.jpg,https://www.jefit.com/images/exercises/b0.jpg,,Abs,,Strength,Isolation,Machine - Strength,Beginner
292,Cable Reverse Curl,https://www.jefit.com/exercises/104/Cable-Reverse-Curl,https://www.jefit.com/images/exercises/1080_664/416.jpg,https://www.jefit.com/images/exercises/1080_664/417.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160273659.hd.mp4?s=956ade0b15b3142c4676e28d10342b694b24f69f&profile_id=113&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
293,Cable Reverse Curl,https://www.jefit.com/exercises/704/Cable-Reverse-Curl,https://www.jefit.com/images/exercises/1080_664/416.jpg,https://www.jefit.com/images/exercises/1080_664/417.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160273659.hd.mp4?s=956ade0b15b3142c4676e28d10342b694b24f69f&profile_id=113&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
294,Cable Reverse Fly,https://www.jefit.com/exercises/1106/Cable-Reverse-Fly,https://www.jefit.com/images/exercises/1080_664/4424.jpg,https://www.jefit.com/images/exercises/1080_664/4425.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160307068.hd.mp4?s=37dc848bb4fa415df3eee3ef2220fd378bcfa976&profile_id=119&oauth2_token_id=435967617,Shoulders,,Strength,Isolation,Machine - Strength,Beginner
295,Cable Reverse Grip Curl,https://www.jefit.com/exercises/774/Cable-Reverse-Grip-Curl,https://www.jefit.com/images/exercises/1080_664/416.jpg,https://www.jefit.com/images/exercises/1080_664/417.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160273659.hd.mp4?s=956ade0b15b3142c4676e28d10342b694b24f69f&profile_id=113&oauth2_token_id=435967617,Biceps,,Strength,Isolation,Machine - Strength,Beginner
296,Cable Reverse Grip Curl,https://www.jefit.com/exercises/1088/Cable-Reverse-Grip-Curl,https://www.jefit.com/images/exercises/1080_664/416.jpg,https://www.jefit.com/images/exercises/1080_664/417.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160273659.hd.mp4?s=956ade0b15b3142c4676e28d10342b694b24f69f&profile_id=113&oauth2_token_id=435967617,Forearm,,Strength,Isolation,Machine - Strength,Beginner
297,Cable Reverse Grip Tricep Extension,https://www.jefit.com/exercises/775/Cable-Reverse-Grip-Tricep-Extension,https://www.jefit.com/images/exercises/1080_664/3100.jpg,https://www.jefit.com/images/exercises/1080_664/3101.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160305137.hd.mp4?s=548665551b8f5bc95c130e05e5bbf4c04617343e&profile_id=113&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Intermediate
298,Cable Reverse Grip Tricep Kickback,https://www.jefit.com/exercises/1182/Cable-Reverse-Grip-Tricep-Kickback,https://www.jefit.com/images/exercises/1080_664/4728.jpg,https://www.jefit.com/images/exercises/1080_664/4729.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307201.hd.mp4?s=9d149bb39eaf63c44280a55f83dc429b128215db&profile_id=119&oauth2_token_id=435967617,Triceps,,Strength,Isolation,Machine - Strength,Beginner
